user_id,age,gender,has_children,married,days_since_signup,total_trips,booking_lead_time_days,trip_duration_days,total_spend,session_duration_seconds,page_clicks,total_sessions,total_cancellations,cancellation_rate,conversion_rate,Cluster_M
306819,61,female,True,True,1129,2,7.333333333333333,2.3333333333333335,2178.9849999999997,1061.875,329,8,1,0.125,0.25,4
312488,32,male,False,True,1125,1,6.0,1.0,3079.455,71.0,76,8,0,0.0,0.125,2
313724,53,female,False,False,1124,5,5.0,3.4,3056.5950000000003,1110.375,351,8,1,0.125,0.625,4
316527,43,female,True,True,1122,4,7.25,4.25,3266.95,130.0,139,8,0,0.0,0.5,3
317688,42,female,True,False,1121,4,8.0,2.75,2765.8,124.0,133,8,0,0.0,0.5,3
322867,47,female,False,False,1116,1,6.0,8.0,2845.395,77.0,82,8,0,0.0,0.125,2
324191,41,female,False,False,1115,2,9.5,6.0,2390.33,80.125,86,8,0,0.0,0.25,2
328590,57,female,False,False,1112,3,5.75,3.75,5183.67,1085.5,383,8,1,0.125,0.375,4
330764,40,female,False,False,1110,3,5.5,1.0,3041.63,1061.125,375,8,1,0.125,0.375,4
330893,44,female,True,True,1110,3,5.333333333333333,3.3333333333333335,2770.435,124.0,133,8,0,0.0,0.375,0
331039,46,female,True,True,1110,1,243.5,10.0,6872.33,610.045213,198,8,1,0.125,0.125,1
334787,54,female,False,False,1107,3,5.0,3.0,2666.995,110.875,119,8,0,0.0,0.375,3
337227,36,female,False,True,1105,0,,,3054.12,77.0,83,8,0,0.0,0.0,2
338086,41,female,True,False,1105,2,7.0,2.5,3272.2799999999997,128.5,137,8,0,0.0,0.25,2
340166,52,male,True,True,1103,1,,,3054.12,81.625,88,8,0,0.0,0.125,0
343928,66,female,False,True,1100,2,170.5,8.0,7841.209999999999,112.75,122,8,0,0.0,0.25,1
347778,51,female,False,False,1097,5,5.6,3.0,5760.75,133.33333333333334,162,9,0,0.0,0.5555555555555556,3
348817,30,female,False,False,1096,4,5.333333333333333,3.3333333333333335,3283.445,116.0,125,8,0,0.0,0.5,3
348863,68,female,False,True,1096,0,,,3054.12,74.625,81,8,0,0.0,0.0,0
349132,50,female,False,False,1096,3,6.5,4.5,3393.415,110.33333333333333,133,9,0,0.0,0.3333333333333333,3
350648,19,female,False,False,1095,1,3.5,4.0,2714.95,807.18696225,295,8,1,0.125,0.125,4
353271,28,female,True,False,1093,1,5.0,1.0,3080.755,78.875,84,8,0,0.0,0.125,2
353694,41,female,True,False,1093,2,7.5,6.0,2751.96,92.5,100,8,0,0.0,0.25,2
354050,51,female,False,False,1093,5,7.6,3.5,3103.175,159.125,172,8,0,0.0,0.625,3
354260,51,female,False,False,1093,2,10.5,2.5,3455.6,107.875,116,8,0,0.0,0.25,2
354311,47,female,False,True,1092,2,7.0,2.5,3363.48,92.0,98,8,0,0.0,0.25,0
354950,54,male,False,True,1092,1,4.0,7.0,3132.895,94.125,100,8,0,0.0,0.125,0
356046,35,female,False,False,1091,2,8.0,3.0,3074.4,94.0,101,8,0,0.0,0.25,2
357737,43,female,True,True,1090,5,6.2,4.2,3322.195,1101.125,419,8,1,0.125,0.625,4
359072,52,female,True,True,1089,3,8.0,3.5,2317.53,983.723602125,318,8,1,0.125,0.375,4
359080,43,female,False,True,1089,4,76.25,6.25,6680.62,119.0,126,8,0,0.0,0.5,3
359653,56,male,False,False,1088,2,6.5,3.0,3074.92,118.0,127,8,0,0.0,0.25,2
361459,43,female,True,True,1087,1,6.0,3.0,3066.265,56.0,59,8,0,0.0,0.125,0
361759,54,female,False,True,1087,4,7.75,2.5,3569.415,113.88888888888889,139,9,0,0.0,0.4444444444444444,3
363535,32,female,False,False,1086,3,5.5,3.0,2855.21,851.59355875,248,8,1,0.125,0.375,4
365825,46,female,False,False,1084,2,6.0,12.0,2736.9849999999997,1042.75,355,8,1,0.125,0.25,4
371201,29,male,True,False,1080,1,8.0,9.0,2871.825,97.125,105,8,0,0.0,0.125,2
372970,35,female,False,False,1079,2,6.0,2.0,3583.89,94.625,100,8,0,0.0,0.25,2
373489,38,female,True,True,1079,1,223.0,13.0,10505.43,96.44444444444444,118,9,0,0.0,0.1111111111111111,1
374331,43,male,False,False,1078,2,4.5,1.0,2763.1099999999997,1031.25,338,8,1,0.125,0.25,4
374340,36,female,False,True,1078,1,336.0,9.0,7020.3099999999995,64.44444444444444,78,9,0,0.0,0.1111111111111111,1
374341,27,female,False,False,1078,3,,,3054.12,98.125,105,8,0,0.0,0.375,2
375160,21,female,False,False,1078,0,,,3054.12,38.0,41,8,0,0.0,0.0,2
375729,54,female,False,False,1077,3,6.0,3.6666666666666665,2940.9849999999997,131.125,142,8,0,0.0,0.375,3
375751,51,female,False,True,1077,3,8.0,3.3333333333333335,2616.3849999999998,176.75,192,8,0,0.0,0.375,0
376159,43,female,False,False,1077,2,9.0,3.0,3039.595,95.5,102,8,0,0.0,0.25,2
377069,69,female,False,True,1076,1,192.5,7.0,4143.93,956.625,260,8,1,0.125,0.125,1
377411,39,female,False,True,1076,2,5.5,3.5,3299.2,110.625,118,8,0,0.0,0.25,0
378565,42,female,True,True,1075,5,4.5,4.5,3000.22,127.125,136,8,0,0.0,0.625,3
379543,57,female,False,True,1075,3,6.0,4.0,3063.9449999999997,95.625,104,8,0,0.0,0.375,0
380434,51,female,True,True,1074,3,9.333333333333334,4.0,2979.585,104.375,114,8,0,0.0,0.375,0
380436,45,female,False,False,1074,1,9.0,6.0,2785.605,99.375,107,8,0,0.0,0.125,2
380757,47,female,True,False,1074,3,7.666666666666667,7.5,2404.4449999999997,114.125,122,8,0,0.0,0.375,3
380874,55,female,False,True,1074,3,7.333333333333333,2.6666666666666665,2749.075,109.0,117,8,0,0.0,0.375,0
380949,47,female,False,False,1074,5,5.5,3.0,2975.4,1115.875,432,8,1,0.125,0.625,4
381259,22,female,True,False,1074,1,5.0,2.0,3391.835,91.0,97,8,0,0.0,0.125,2
381465,35,female,False,False,1074,4,6.666666666666667,3.0,2287.775,418.68018,245,8,1,0.125,0.5,4
382181,37,female,False,True,1073,3,5.333333333333333,4.0,2981.865,98.125,106,8,0,0.0,0.375,3
382384,58,female,False,True,1073,1,9.0,2.0,2900.9849999999997,70.125,75,8,0,0.0,0.125,0
382533,19,female,False,False,1073,0,,,3054.12,65.25,70,8,0,0.0,0.0,2
385689,51,female,True,False,1071,4,7.333333333333333,4.333333333333333,3203.1349999999998,85.75,92,8,0,0.0,0.5,3
386255,33,female,True,False,1070,1,,,3054.12,59.5,64,8,0,0.0,0.125,2
386469,18,female,False,False,1070,0,,,3435.8849999999998,79.0,95,9,0,0.0,0.0,2
386914,47,female,True,True,1070,2,124.33333333333333,10.333333333333334,24243.915,987.375,294,8,1,0.125,0.25,1
387282,31,female,True,False,1070,1,,,3054.12,80.125,87,8,0,0.0,0.125,2
387783,55,male,True,True,1069,3,8.0,2.0,3103.615,79.875,87,8,0,0.0,0.375,0
388328,51,female,True,True,1069,5,6.666666666666667,2.6666666666666665,3531.29,110.44444444444444,135,9,0,0.0,0.5555555555555556,3
388767,46,female,True,True,1069,1,5.0,11.0,3044.6949999999997,97.125,104,8,0,0.0,0.125,0
388947,41,male,False,False,1069,3,7.333333333333333,2.0,3594.68,92.55555555555556,112,9,0,0.0,0.3333333333333333,3
389434,43,female,False,False,1068,5,4.833333333333333,2.8333333333333335,3532.16,1127.5,444,8,1,0.125,0.625,4
389662,40,female,False,False,1068,3,8.5,3.5,2950.77,135.75,146,8,0,0.0,0.375,3
389759,34,female,True,False,1068,3,5.666666666666667,3.0,5084.515,143.875,156,8,0,0.0,0.375,3
390811,42,female,False,False,1068,3,7.0,4.333333333333333,3007.845,122.375,132,8,0,0.0,0.375,3
392453,59,female,False,False,1067,1,7.0,12.0,3066.335,72.375,78,8,0,0.0,0.125,2
395202,28,female,False,False,1065,1,,,3054.12,66.25,71,8,0,0.0,0.125,2
395981,53,female,False,True,1065,3,9.333333333333334,2.3333333333333335,3923.745,95.25,101,8,0,0.0,0.375,0
396552,46,female,False,True,1064,4,7.5,2.0,2351.91,101.375,109,8,0,0.0,0.5,3
399137,55,female,False,True,1062,4,6.5,3.5,3122.06,143.25,155,8,0,0.0,0.5,3
399218,45,female,True,True,1062,2,6.5,2.5,2778.49,113.625,121,8,0,0.0,0.25,0
399799,56,female,False,True,1062,4,6.25,3.6666666666666665,2888.26,116.75,126,8,0,0.0,0.5,3
400275,57,female,True,True,1062,2,9.0,3.5,3363.64,92.25,99,8,0,0.0,0.25,0
400582,33,female,False,True,1062,4,6.666666666666667,3.0,2555.715,116.375,125,8,0,0.0,0.5,3
400899,47,female,False,True,1061,3,5.333333333333333,5.0,3000.835,235.375,255,8,0,0.0,0.375,3
401245,29,female,False,False,1061,3,7.0,3.3333333333333335,2860.625,111.875,120,8,0,0.0,0.375,2
402332,33,female,False,False,1061,2,13.5,2.0,3151.49,127.125,137,8,0,0.0,0.25,2
402978,53,female,False,True,1060,4,5.25,4.0,2940.1,107.0,115,8,0,0.0,0.5,3
403881,45,female,False,False,1060,4,7.5,5.0,4498.7300000000005,122.375,133,8,0,0.0,0.5,3
404879,40,female,False,True,1059,4,7.0,4.333333333333333,2573.94,118.0,127,8,0,0.0,0.5,3
405305,46,female,True,True,1059,3,10.333333333333334,2.5,3906.19,114.77777777777777,139,9,0,0.0,0.3333333333333333,0
406210,22,female,True,False,1058,2,157.0,2.0,3481.4,86.5,93,8,0,0.0,0.25,2
407118,53,female,False,True,1058,3,133.0,15.0,3656.74,171.5,112,8,1,0.125,0.375,1
407250,38,female,False,False,1058,4,5.5,3.25,3441.63,133.0,143,8,0,0.0,0.5,3
407275,43,female,False,False,1058,4,5.5,4.75,2274.0099999999998,117.875,126,8,0,0.0,0.5,3
407434,54,female,True,True,1058,1,,,3054.12,57.625,62,8,0,0.0,0.125,0
407642,31,female,False,False,1058,2,8.0,2.5,2760.36,103.75,111,8,0,0.0,0.25,2
408551,44,female,True,True,1057,2,4.5,3.5,3319.745,77.88888888888889,93,9,0,0.0,0.2222222222222222,0
409073,44,female,False,True,1057,3,6.333333333333333,2.6666666666666665,3487.385,165.0,178,8,0,0.0,0.375,3
411179,52,female,False,False,1055,3,5.0,3.3333333333333335,2822.025,1052.5,366,8,1,0.125,0.375,4
411701,41,female,False,False,1055,2,16.0,2.0,3250.625,144.875,157,8,0,0.0,0.25,2
413128,30,female,False,False,1054,5,6.25,4.5,3911.35,119.8,161,10,0,0.0,0.5,3
413340,49,female,True,True,1054,3,8.333333333333334,5.333333333333333,2440.8849999999998,112.25,120,8,0,0.0,0.375,0
413418,56,female,False,False,1054,3,9.5,5.0,2871.2599999999998,91.0,98,8,0,0.0,0.375,3
413658,53,female,True,True,1054,3,135.66666666666666,9.666666666666666,6149.405,547.7315255,180,8,1,0.125,0.375,1
414128,29,female,False,False,1054,4,9.666666666666666,2.0,5186.24,112.0,136,9,0,0.0,0.4444444444444444,3
415282,43,female,True,True,1053,2,7.5,4.5,4572.469999999999,87.0,93,8,0,0.0,0.25,0
415381,47,female,False,True,1053,3,5.666666666666667,2.0,2360.035,100.875,108,8,0,0.0,0.375,0
415581,43,female,False,True,1053,3,8.666666666666666,7.333333333333333,2968.595,105.375,113,8,0,0.0,0.375,0
416319,56,female,False,True,1053,2,7.5,2.0,2438.19,204.625,220,8,0,0.0,0.25,0
416580,45,female,False,False,1053,5,5.0,3.5,2752.41,928.167843375,320,8,1,0.125,0.625,4
417679,38,female,False,False,1052,5,7.8,3.8,3320.115,131.625,141,8,0,0.0,0.625,3
418329,51,male,True,False,1052,3,6.666666666666667,10.0,2354.345,156.5,169,8,0,0.0,0.375,3
418488,39,female,False,True,1052,4,4.5,4.75,2938.66,181.875,197,8,0,0.0,0.5,3
418692,41,female,False,False,1052,3,61.25,6.75,6631.29,804.1,312,10,1,0.1,0.3,4
420648,54,female,True,True,1051,3,6.5,11.5,3733.74,87.875,95,8,0,0.0,0.375,0
420669,52,female,True,True,1051,4,7.0,3.0,4075.3450000000003,1361.370826,508,8,2,0.25,0.5,4
421247,43,female,True,True,1050,4,6.75,3.5,2236.65,166.625,179,8,0,0.0,0.5,3
421515,32,female,False,False,1050,2,5.0,3.0,2965.69,166.875,180,8,0,0.0,0.25,2
421666,31,female,True,False,1050,2,7.666666666666667,2.3333333333333335,3622.595,1057.25,369,8,1,0.125,0.25,4
421700,42,female,True,False,1050,3,7.333333333333333,6.666666666666667,3089.765,130.375,141,8,0,0.0,0.375,3
421870,31,male,True,True,1050,3,79.66666666666667,8.666666666666666,24142.895,122.125,132,8,0,0.0,0.375,1
422066,57,female,True,True,1050,4,8.0,6.5,3168.04,131.25,142,8,0,0.0,0.5,3
422668,19,female,False,False,1049,0,,,3054.12,93.5,101,8,0,0.0,0.0,2
423042,44,female,True,False,1049,6,4.6,3.4,1941.655,333.65255625,251,8,1,0.125,0.75,4
423413,19,female,False,False,1049,1,,,3054.12,123.875,133,8,0,0.0,0.125,2
424553,50,female,False,True,1048,3,11.0,6.0,3065.705,201.125,216,8,0,0.0,0.375,3
425632,47,female,False,True,1048,3,5.5,1.5,3179.5699999999997,83.125,90,8,0,0.0,0.375,0
425653,21,male,True,False,1048,0,,,3054.12,90.25,97,8,0,0.0,0.0,2
425953,39,female,False,True,1047,4,8.0,3.5,2398.47,167.75,181,8,0,0.0,0.5,3
425966,57,female,False,True,1047,2,8.0,3.5,3609.26,86.5,94,8,0,0.0,0.25,0
426478,27,female,False,False,1047,2,244.5,17.0,5000.07,434.6407615,148,8,1,0.125,0.25,1
427426,38,female,False,False,1047,3,12.666666666666666,2.6666666666666665,2637.475,113.375,121,8,0,0.0,0.375,3
427506,56,female,True,True,1047,3,5.25,3.0,3141.74,983.7152875,324,8,1,0.125,0.375,4
428056,38,male,False,False,1046,4,7.0,4.25,3904.33,128.875,139,8,0,0.0,0.5,3
428552,38,female,False,True,1046,2,6.5,3.0,3075.48,95.875,102,8,0,0.0,0.25,0
428858,22,female,False,False,1046,3,108.66666666666667,9.333333333333334,6052.155,1060.75,372,8,1,0.125,0.375,4
429345,67,male,True,True,1046,1,,,3054.12,127.625,136,8,0,0.0,0.125,0
429375,35,female,False,False,1046,3,113.75,7.25,4177.889999999999,821.08061825,268,8,1,0.125,0.375,4
430722,29,male,False,False,1045,3,5.75,4.25,2994.05,939.86653525,326,8,1,0.125,0.375,4
431144,52,female,False,True,1045,2,8.0,3.0,2900.1749999999997,96.25,103,8,0,0.0,0.25,0
431337,39,female,False,False,1045,3,8.0,3.3333333333333335,3117.4849999999997,114.875,125,8,0,0.0,0.375,3
431602,38,female,False,False,1044,3,5.5,2.0,4810.41,1048.75,359,8,1,0.125,0.375,4
431746,42,female,False,False,1044,1,6.0,3.0,3222.515,69.875,75,8,0,0.0,0.125,2
431899,45,female,False,True,1044,1,3.5,6.0,3147.77,334.131197625,247,8,1,0.125,0.125,4
431912,37,female,True,False,1044,1,5.0,2.0,2968.245,76.625,82,8,0,0.0,0.125,2
432333,51,female,True,True,1044,2,13.0,6.0,3187.715,112.125,120,8,0,0.0,0.25,0
432637,38,female,True,False,1044,3,6.0,3.0,3201.525,109.75,119,8,0,0.0,0.375,3
432941,42,female,False,False,1044,4,6.333333333333333,4.666666666666667,5006.545,145.5,156,8,0,0.0,0.5,3
433080,45,female,False,True,1043,4,7.25,4.5,2877.27,147.0,158,8,0,0.0,0.5,3
433339,27,female,True,False,1043,2,8.0,3.0,2726.995,114.875,125,8,0,0.0,0.25,2
433905,27,female,False,False,1043,1,,,3054.12,105.25,113,8,0,0.0,0.125,2
434238,51,female,True,True,1043,2,8.5,1.5,2387.5099999999998,109.75,119,8,0,0.0,0.25,0
434623,36,female,False,False,1043,4,6.0,3.4,2743.245,1099.625,415,8,1,0.125,0.5,4
435231,31,female,False,False,1042,2,5.0,4.0,3107.0,103.11111111111111,124,9,0,0.0,0.2222222222222222,2
435596,54,female,False,False,1042,2,7.0,3.5,3094.02,164.0,176,8,0,0.0,0.25,2
435669,46,female,True,False,1042,2,6.0,2.0,3728.83,115.625,125,8,0,0.0,0.25,2
435837,53,female,False,False,1042,1,,,3054.12,88.375,95,8,0,0.0,0.125,2
435882,52,female,False,True,1042,3,7.25,2.5,2635.615,1005.3333333333334,450,9,1,0.1111111111111111,0.3333333333333333,4
436320,51,female,True,True,1042,2,7.5,3.5,2690.02,131.75,143,8,0,0.0,0.25,0
436894,43,female,False,True,1041,2,8.0,10.0,2604.4,67.75,72,8,0,0.0,0.25,0
437069,44,female,False,False,1041,5,7.2,5.2,2941.6949999999997,190.625,204,8,0,0.0,0.625,3
437162,32,female,False,False,1041,2,6.0,3.0,3218.795,1092.375,408,8,1,0.125,0.25,4
437251,45,female,False,False,1041,3,7.333333333333333,2.6666666666666665,2995.9449999999997,137.625,150,8,0,0.0,0.375,3
437539,47,female,False,False,1041,5,7.2,3.6,2837.4449999999997,148.875,160,8,0,0.0,0.625,3
437549,41,female,False,False,1041,3,8.333333333333334,4.666666666666667,2919.675,122.125,131,8,0,0.0,0.375,3
438189,38,female,False,True,1041,6,7.666666666666667,3.0,3199.525,145.0,175,9,0,0.0,0.6666666666666666,3
438406,45,female,False,False,1041,4,6.5,2.25,4227.12,111.375,120,8,0,0.0,0.5,3
438551,38,female,True,True,1040,3,163.0,14.0,29582.51,1047.75,361,8,1,0.125,0.375,1
438596,25,female,False,False,1040,2,8.0,5.0,2780.835,94.375,101,8,0,0.0,0.25,2
438839,51,female,True,False,1040,3,6.0,10.5,2541.1549999999997,121.0,131,8,0,0.0,0.375,3
438937,39,female,False,False,1040,2,7.0,5.0,2955.93,90.375,96,8,0,0.0,0.25,2
438985,31,female,False,False,1040,3,183.25,6.5,6850.96,254.373741,186,8,1,0.125,0.375,1
438995,25,female,False,False,1040,0,,,3054.12,81.0,87,8,0,0.0,0.0,2
439052,53,female,False,True,1040,4,5.75,5.5,3979.305,132.44444444444446,161,9,0,0.0,0.4444444444444444,3
439120,40,male,False,True,1040,2,8.5,1.5,3088.5,149.125,160,8,0,0.0,0.25,0
439363,53,female,False,False,1040,4,7.666666666666667,3.0,2525.125,132.75,143,8,0,0.0,0.5,3
440212,40,female,True,True,1040,1,5.0,3.0,3251.035,138.375,149,8,0,0.0,0.125,0
440655,32,female,True,False,1039,3,5.666666666666667,3.0,2894.805,126.75,136,8,0,0.0,0.375,2
441200,37,female,True,False,1039,3,6.0,1.5,2835.83,106.0,114,8,0,0.0,0.375,2
441205,48,female,True,True,1039,2,8.5,5.0,3088.33,139.875,150,8,0,0.0,0.25,0
441448,30,female,True,False,1039,1,7.0,3.0,3007.395,74.0,79,8,0,0.0,0.125,2
441457,60,female,False,True,1039,3,5.5,3.5,2469.27,106.25,115,8,0,0.0,0.375,0
441982,48,female,False,False,1039,5,5.6,3.5,2412.705,112.875,122,8,0,0.0,0.625,3
442484,45,female,False,True,1038,3,7.666666666666667,2.0,2754.205,121.75,130,8,0,0.0,0.375,0
442718,50,female,True,True,1038,4,7.5,5.0,4438.39,121.25,130,8,0,0.0,0.5,3
442812,56,female,True,True,1038,1,,,3054.12,78.25,84,8,0,0.0,0.125,0
442819,73,female,False,True,1038,1,6.0,3.0,3387.045,71.0,76,8,0,0.0,0.125,0
442833,41,female,False,True,1038,4,6.25,2.0,4093.3,121.625,132,8,0,0.0,0.5,3
443305,22,female,False,False,1038,1,8.0,4.0,2878.555,86.125,92,8,0,0.0,0.125,2
443453,38,female,False,False,1038,4,6.25,2.0,3077.72,134.875,144,8,0,0.0,0.5,3
443598,44,female,False,False,1038,2,11.5,6.5,4657.67,86.125,93,8,0,0.0,0.25,2
443652,31,female,False,False,1038,4,6.5,4.0,3086.9,119.75,129,8,0,0.0,0.5,3
444387,47,female,False,True,1037,3,126.66666666666667,7.666666666666667,3306.825,106.75,115,8,0,0.0,0.375,0
444885,34,female,False,True,1037,1,5.0,4.0,3141.835,127.125,137,8,0,0.0,0.125,0
445351,54,female,True,True,1037,4,4.75,4.0,2489.17,106.25,113,8,0,0.0,0.5,3
445515,41,female,False,False,1037,2,9.0,4.0,3661.5299999999997,111.875,121,8,0,0.0,0.25,2
446124,46,female,False,False,1037,5,6.4,3.8,2955.315,134.625,144,8,0,0.0,0.625,3
446138,41,female,False,True,1037,3,7.333333333333333,3.0,2510.055,1071.375,385,8,1,0.125,0.375,4
446473,50,female,False,True,1036,3,5.666666666666667,4.333333333333333,3284.715,114.625,123,8,0,0.0,0.375,0
446933,48,male,False,False,1036,4,5.0,2.5,2786.58,152.5,164,8,0,0.0,0.5,3
447053,39,female,True,False,1036,2,6.0,4.0,3175.33,133.5,143,8,0,0.0,0.25,2
447591,24,male,False,False,1036,1,6.0,2.0,2917.355,134.0,144,8,0,0.0,0.125,2
447737,43,female,False,False,1036,3,7.333333333333333,2.3333333333333335,3995.875,110.0,118,8,0,0.0,0.375,3
447951,44,female,False,False,1036,2,7.0,3.0,2477.0,176.375,189,8,0,0.0,0.25,2
448025,31,female,False,False,1036,1,8.0,5.0,2819.475,88.5,95,8,0,0.0,0.125,2
448154,57,female,False,False,1035,2,6.0,5.0,5124.1900000000005,124.125,134,8,0,0.0,0.25,0
448295,53,male,False,True,1035,2,4.0,2.5,2817.04,124.875,134,8,0,0.0,0.25,0
448467,39,female,False,False,1035,2,,,3435.8849999999998,93.66666666666667,114,9,0,0.0,0.2222222222222222,2
448564,50,female,False,False,1035,5,6.25,3.0,3103.83,166.625,180,8,0,0.0,0.625,3
449033,42,female,False,False,1035,5,7.4,3.6,2994.98,217.66666666666666,266,9,0,0.0,0.5555555555555556,3
449326,40,female,False,False,1035,2,6.5,5.5,3583.6499999999996,198.875,214,8,0,0.0,0.25,2
449619,37,female,False,False,1035,3,6.333333333333333,6.333333333333333,2955.355,139.125,150,8,0,0.0,0.375,3
449804,43,female,False,True,1035,3,6.0,3.0,3352.2349999999997,125.875,135,8,0,0.0,0.375,0
449980,19,female,False,False,1034,1,125.5,15.0,2740.13,179.25,121,8,1,0.125,0.125,1
450164,38,female,False,True,1034,4,5.75,5.0,2920.57,182.0,195,8,0,0.0,0.5,3
450193,36,female,False,False,1034,2,6.5,9.0,3415.06,147.875,159,8,0,0.0,0.25,2
