iter	MultiClass
197	0.05544799245
198	0.05512231308
199	0.05467991201
200	0.05422828769
201	0.05415404471
202	0.05390657724
203	0.05343359763
204	0.05300735967
205	0.0527695069
206	0.05253139908
207	0.05207689629
208	0.0517586407
209	0.0515708838
210	0.05138269859
211	0.05090748509
212	0.05057853124
213	0.05019307823
214	0.05006610223
215	0.04958449534
216	0.04913989776
217	0.04872136884
218	0.04851515514
219	0.04820694207
220	0.04796223025
221	0.04773381121
222	0.04762746808
223	0.04734230003
224	0.04710677983
225	0.04695773121
226	0.046758756
227	0.04639382258
228	0.04613505902
229	0.04574693167
230	0.04556843077
231	0.0454058726
232	0.04518532283
233	0.0449729355
234	0.04477005595
235	0.04452427333
236	0.0442926232
237	0.0439620422
238	0.04391157026
239	0.04371520238
240	0.04354397256
241	0.04313960551
242	0.04297448246
243	0.04276132832
244	0.0425915936
245	0.04237194115
246	0.04225990203
247	0.04206034751
248	0.04183070347
249	0.04163726605
250	0.04142923973
251	0.04130587475
252	0.04102007956
253	0.0407700326
254	0.04058146203
255	0.04030581921
256	0.04012515559
257	0.03989333523
258	0.0398249965
259	0.03967317938
260	0.03928128989
261	0.03914569479
262	0.03904758934
263	0.03892554853
264	0.03878232709
265	0.0384739512
266	0.03834469032
267	0.03816986794
268	0.03793829907
269	0.0378034792
270	0.03765768395
271	0.03743559111
272	0.03736863289
273	0.03726421311
274	0.03713347035
275	0.03686544089
276	0.03668267229
277	0.03650981471
278	0.03634482914
279	0.03617959171
280	0.03596069207
281	0.03581175757
282	0.03562506375
283	0.03552086229
284	0.03529026444
285	0.03512267176
286	0.03490589792
287	0.03469383745
288	0.03452470391
289	0.03435938119
290	0.03428182379
291	0.03412963547
292	0.03406722488
293	0.03385375152
294	0.03361968457
295	0.03341335727
296	0.03327877483
297	0.0330723755
298	0.03293857014
299	0.03266027916
300	0.03255368445
301	0.03237049233
302	0.03228322214
303	0.03216355608
304	0.03210093829
305	0.03200761471
306	0.03194223776
307	0.03183191847
308	0.03172209381
309	0.03157938741
310	0.03151942644
311	0.03142920029
312	0.03124444376
313	0.03107710082
314	0.03097439297
315	0.03094237163
316	0.03075084163
317	0.03062970767
318	0.0304722675
319	0.03040493484
320	0.03032501129
321	0.03022177732
322	0.03014189467
323	0.0299307434
324	0.02969349919
325	0.02954893081
326	0.02941406182
327	0.02929158763
328	0.02920783846
329	0.029135901
330	0.02906777207
331	0.02902162446
332	0.02898644279
333	0.02886934683
334	0.0288189904
335	0.02866823026
336	0.02854590275
337	0.02849197036
338	0.02843067896
339	0.02837287116
340	0.02827580746
341	0.02823312285
342	0.02817911683
343	0.0280319022
344	0.02792992763
345	0.02778529666
346	0.02767100537
347	0.02756153696
348	0.02747971855
349	0.02744188375
350	0.02734473069
351	0.02724693331
352	0.02718073876
353	0.02706215381
354	0.02697211114
355	0.02690471774
356	0.02672620609
357	0.02671039056
358	0.02663668485
359	0.02648336881
360	0.02634987909
361	0.02627825431
362	0.02622566063
363	0.02614250269
364	0.0260595846
365	0.02585635099
366	0.02579999065
367	0.0257197509
368	0.0256391261
369	0.02554693162
370	0.0254822792
371	0.0253611249
372	0.02523379587
373	0.02519582213
374	0.0251657819
375	0.02509762052
376	0.02502936703
377	0.02493094672
378	0.02488164981
379	0.02484729192
380	0.02475636098
381	0.0247097152
382	0.02460877082
383	0.02455440741
384	0.0244279834
385	0.02436527075
386	0.02427628979
387	0.02420089627
388	0.02406167047
389	0.02394629999
390	0.02381904813
391	0.02378332834
392	0.02369348389
393	0.023597965
394	0.02354344366
395	0.02346282739
396	0.02336713218
397	0.02326916411
398	0.02320565087
399	0.02315043476
400	0.02312085985
401	0.02309437369
402	0.02302029223
403	0.02292834562
404	0.02286931615
405	0.02280174555
406	0.02272210294
407	0.02262454424
408	0.02255103948
409	0.02242845543
410	0.02237906811
411	0.0222538691
412	0.02221290621
413	0.02212983698
414	0.02209065433
415	0.02204520716
416	0.02198858811
417	0.02188852041
418	0.02180535496
419	0.02171892717
420	0.02162592637
421	0.02156183071
422	0.02153694176
423	0.02151684159
424	0.02145801167
425	0.02140626996
426	0.02133884829
427	0.02122226641
428	0.0211722826
429	0.02109983876
430	0.02100202987
431	0.02096072114
432	0.02092616202
433	0.02084260875
434	0.02070643637
435	0.02063724193
436	0.0206011835
437	0.02053668457
438	0.02051922869
439	0.020468266
440	0.02040367061
441	0.02036292758
442	0.02028662004
443	0.02019861821
444	0.02014741374
445	0.02011775644
446	0.02005796725
447	0.02001143164
448	0.01998203615
449	0.0199025128
450	0.01986561174
451	0.0198390497
452	0.01980759546
453	0.01977734216
454	0.01974622554
455	0.0196763643
456	0.01962492385
457	0.01959917581
458	0.01952582079
459	0.01948513854
460	0.01943189549
461	0.01939779337
462	0.01933705083
463	0.01931470105
464	0.01924764624
465	0.01915920008
466	0.01915102578
467	0.01908934031
468	0.01902303767
469	0.01894329285
470	0.01886755804
471	0.01883978542
472	0.01881972938
473	0.01876865707
474	0.01871788279
475	0.0186734665
476	0.01865408991
477	0.01861796986
478	0.01858981553
479	0.01857295965
480	0.01852182436
481	0.01845446074
482	0.01840328334
483	0.01836626422
484	0.01831015385
485	0.01826838951
486	0.01816616424
487	0.01804545909
488	0.01800184165
489	0.01795060665
490	0.01790208625
491	0.01786836683
492	0.0178485574
493	0.01781232596
494	0.01778482966
495	0.01775070939
496	0.01769935972
497	0.01764359231
498	0.01758333322
499	0.01756232055
500	0.01750399317
501	0.01747671393
502	0.01742144752
503	0.01741244578
504	0.01737268555
505	0.01730039448
506	0.01726649556
507	0.01722604956
508	0.01714826138
509	0.01710365773
510	0.01706402535
511	0.01702401109
512	0.01700457389
513	0.01696284101
514	0.01692184993
515	0.01690078375
516	0.01686323763
517	0.01680364964
518	0.01674295014
519	0.01669845137
520	0.01666308332
521	0.01658853454
522	0.01656481771
523	0.01654127755
524	0.01648517226
525	0.01647217206
526	0.01642419176
527	0.01640177088
528	0.01634141901
529	0.01632265869
530	0.01629505452
531	0.01625634136
532	0.01622002844
533	0.01617100196
534	0.0161143324
535	0.01606763266
536	0.01603862251
537	0.01596226394
538	0.01594482208
539	0.01590172698
540	0.01587824297
541	0.01583259764
542	0.01579539236
543	0.01575955583
544	0.01573057014
545	0.0156915321
546	0.01564277427
547	0.01560852443
548	0.01555481544
549	0.01553448787
550	0.01550498052
551	0.01548830431
552	0.01546431476
553	0.01544624272
554	0.01541127026
555	0.01537960287
556	0.01534718973
557	0.01532295029
558	0.01529497029
559	0.01524485884
560	0.01521505948
561	0.01511878259
562	0.0150619011
563	0.01500207336
564	0.01497200339
565	0.01493402739
566	0.01488701955
567	0.01483987457
568	0.0148129047
569	0.01479957509
570	0.01474595132
571	0.01470133668
572	0.01467459458
573	0.01464207122
574	0.01459714664
575	0.01457916896
576	0.01452988757
577	0.0144778813
578	0.01445606231
579	0.01443626944
580	0.01440446874
581	0.01436205693
582	0.01434261132
583	0.01432910557
584	0.01429871133
585	0.01428079408
586	0.01425300843
587	0.0142061833
588	0.01417870544
589	0.01414382147
590	0.01408097164
591	0.01405976425
592	0.01401502325
593	0.01396379333
594	0.01394023582
595	0.0139239934
596	0.01390011334
597	0.01386461315
598	0.01383427691
599	0.01379343075
600	0.01376250775
601	0.01375154281
602	0.01373778329
603	0.01370999123
604	0.01367113327
605	0.01363679018
606	0.0136066393
607	0.01359470788
608	0.01357775981
609	0.01352580496
610	0.01351034599
611	0.01349398989
612	0.01347967937
613	0.01345578019
614	0.01343112275
615	0.01339601791
616	0.01338631229
617	0.0133511359
618	0.01331456884
619	0.01329662567
620	0.01326443452
621	0.01325217058
622	0.01320211505
623	0.01316850114
624	0.01315500108
625	0.01313968395
626	0.01312427492
627	0.01309731682
628	0.01307108129
629	0.01305563543
630	0.01301162314
631	0.01299383863
632	0.01296148069
633	0.01293016575
634	0.0128940704
635	0.01285515403
636	0.01284130223
637	0.01280857749
638	0.01278883252
639	0.01276659329
640	0.01273045542
641	0.01268793083
642	0.01265701554
643	0.01263039455
644	0.01261951309
645	0.01258425836
646	0.01255775355
647	0.01251410176
648	0.01247612578
649	0.01245878924
650	0.01244127601
651	0.01243204625
652	0.0124239122
653	0.01236935104
654	0.01233562244
655	0.01229895513
656	0.01227736617
657	0.01223963289
658	0.01219639302
659	0.01218104258
660	0.01215448433
661	0.01212795378
662	0.01209577994
663	0.01207900733
664	0.0120471969
665	0.01203149831
666	0.01201270649
667	0.01198499243
668	0.01196877259
669	0.01193539361
670	0.01190158211
671	0.01187303545
672	0.01184907422
673	0.01183009887
674	0.01179624235
675	0.01177463433
676	0.01176403314
677	0.01174218289
678	0.01172176607
679	0.0116995514
680	0.01167261449
681	0.01162194186
682	0.0116082485
683	0.01158870114
684	0.01157465199
685	0.0115704477
686	0.01154590841
687	0.01153479349
688	0.01152434087
689	0.0115005975
690	0.01149505744
691	0.01147557148
692	0.01145837015
693	0.01144154966
694	0.0114125311
695	0.01140609431
696	0.01137519188
697	0.01136042357
698	0.01135312658
699	0.01134030753
700	0.01132930465
701	0.01131763251
702	0.01126694787
703	0.01124914395
704	0.01122702428
705	0.01121596883
706	0.01120525903
707	0.01116877577
708	0.01115325881
709	0.01114947971
710	0.01114301027
711	0.01112483484
712	0.01110509561
713	0.01109595567
714	0.01106442699
715	0.01102817411
716	0.01100151905
717	0.01097477139
718	0.01095922925
719	0.01094442388
720	0.01093478249
721	0.01090999984
722	0.01089912191
723	0.01087677113
724	0.01085504891
725	0.01082952931
726	0.01080866848
727	0.01078657433
728	0.01076022813
729	0.01075262029
730	0.01073725861
731	0.01071755405
732	0.01068128203
733	0.01066448697
734	0.01064821449
735	0.01061357059
736	0.01058164385
737	0.01055618631
738	0.01053178252
739	0.01050730902
740	0.01048916876
741	0.01047945606
742	0.01046209067
743	0.01044494747
744	0.01043105796
745	0.01042726223
746	0.01041141972
747	0.01039131889
748	0.0103861187
749	0.01036704025
750	0.01034846796
751	0.01034291409
752	0.01032987833
753	0.01029148311
754	0.01028183951
755	0.01027196837
756	0.01025912726
757	0.01024199873
758	0.01022925847
759	0.01020499332
760	0.01020084744
761	0.01018703606
762	0.01017420294
763	0.01015575135
764	0.01012918917
765	0.0101193073
766	0.0100840335
767	0.0100681745
768	0.01005876511
769	0.01003936931
770	0.01003060965
771	0.01000275212
772	0.009989728458
773	0.009960504782
774	0.009946215534
775	0.009927995416
776	0.009925214125
777	0.009921881529
778	0.009911805594
779	0.009877462433
780	0.009861213276
781	0.009840137323
782	0.009836576549
783	0.009822103427
784	0.009806211391
785	0.00979502557
786	0.009775704922
787	0.009766367565
788	0.009753199433
789	0.009739804261
790	0.009715533404
791	0.009695273221
792	0.009658312058
793	0.009641285324
794	0.009638268648
795	0.009620531907
796	0.009599001877
797	0.009587204897
798	0.00955917771
799	0.009544489204
800	0.009534012218
801	0.009512694726
802	0.009503471876
803	0.009480584659
804	0.009470648003
805	0.009448161533
806	0.009444101376
807	0.009424422333
808	0.009414050385
809	0.009405349254
810	0.00938380259
811	0.009369255947
812	0.009352571307
813	0.009335505412
814	0.009329312741
815	0.009317686122
816	0.009308581721
817	0.009291055278
818	0.009282553277
819	0.009277891385
820	0.009243677819
821	0.009231922739
822	0.009222210354
823	0.009204920279
824	0.009193640314
825	0.009164709616
826	0.009148546598
827	0.00912990858
828	0.009112943935
829	0.009100689829
830	0.009083157706
831	0.009063312854
832	0.009057711599
833	0.00904985857
834	0.009036406851
835	0.009026769806
836	0.009018711214
837	0.009000514626
838	0.008993527415
839	0.008988228915
840	0.008947831012
841	0.008931344423
842	0.008919887752
843	0.008911653569
844	0.008890741286
845	0.008878872727
846	0.008874159098
847	0.0088611327
848	0.008847824725
849	0.008841070645
850	0.008826656642
851	0.008808674593
852	0.008788804331
853	0.008777526082
854	0.008765923283
855	0.008747938855
856	0.008735070622
857	0.008715173084
858	0.008702426079
859	0.008694655104
860	0.008680879282
861	0.008657864978
862	0.008643443837
863	0.0086299336
864	0.00861641842
865	0.008606300549
866	0.008593174661
867	0.008581483907
868	0.008573987253
869	0.008542875313
870	0.008531943402
871	0.00852392328
872	0.008506654274
873	0.008492621615
874	0.008477174314
875	0.008461042149
876	0.008439560011
877	0.008426818781
878	0.008417434081
879	0.008398530095
880	0.00839200317
881	0.008380490906
882	0.008376711435
883	0.008367127724
884	0.008355506942
885	0.008347013833
886	0.008321163909
887	0.008308672014
888	0.008295282901
889	0.008277473973
890	0.008263834943
891	0.008248113694
892	0.008238401699
893	0.008208652353
894	0.008191510881
895	0.008177980611
896	0.008169100538
897	0.008164037076
898	0.00815822813
899	0.008143312351
900	0.008129449186
901	0.008115165877
902	0.008100093152
903	0.008085679045
904	0.008079064089
905	0.008065558583
906	0.008052287515
907	0.008042513315
908	0.008030004341
909	0.008005239008
910	0.007996548416
911	0.007980750202
912	0.00797178269
913	0.007961714524
914	0.007947987648
915	0.007945459159
916	0.007931147631
917	0.00791964955
918	0.007909822092
919	0.00790145069
920	0.007896131743
921	0.007889243346
922	0.007883744356
923	0.007879763693
924	0.007872633151
925	0.007860293088
926	0.007851126738
927	0.007839377082
928	0.00781990134
929	0.007807584366
930	0.007796499619
931	0.007782265533
932	0.007774936744
933	0.007765932183
934	0.007751590455
935	0.007739839955
936	0.007736464681
937	0.007728405662
938	0.007714165696
939	0.007705473722
940	0.007697326103
941	0.007692448144
942	0.007685161829
943	0.007673530864
944	0.007647153765
945	0.007636831879
946	0.007627660209
947	0.007617164865
948	0.007613734937
949	0.00760612034
950	0.007594074855
951	0.00758482899
952	0.007575590156
953	0.007566513427
954	0.007558336616
955	0.007548695871
956	0.007542198729
957	0.007525835806
958	0.007515416476
959	0.007497558464
960	0.007483818605
961	0.007476345429
962	0.007470495306
963	0.007459618342
964	0.007451183373
965	0.007442177176
966	0.007433687574
967	0.007425037194
968	0.007415068861
969	0.007404313116
970	0.00739321138
971	0.007380189314
972	0.007375928164
973	0.007365046895
974	0.007350430619
975	0.00733387711
976	0.007317107485
977	0.007302700849
978	0.007286771452
979	0.007282920174
980	0.007268273224
981	0.007265130421
982	0.00726019341
983	0.007252268935
984	0.007238742102
985	0.007228533216
986	0.007219509352
987	0.007211146338
988	0.007200065187
989	0.007190318846
990	0.007177449044
991	0.007174203373
992	0.007163391131
993	0.007140541059
994	0.007127530074
995	0.007121535605
996	0.007113697968
997	0.007107133037
998	0.007097937898
999	0.007090565864
